,genre
1387,SE
1388,"RE,SE,CP"
1389,"RE,SE,CP"
1390,"RE,CP"
1391,"RE,SE,CP"
1392,"RE,SE,MA"
1393,"SE,CP"
1394,"SE,CP"
1395,"SE,CP"
1396,"RE,SE,CP"
1397,SE
1398,"SE,CP"
1399,"SE,CP"
1400,"RE,SE,CP"
1401,SE
1402,"SE,CP"
1403,"RE,SE,CP"
1404,"RE,SE,CP"
1405,"SE,CP"
1406,"SE,CP"
1407,"RE,CP"
1408,"SE,CP"
1409,"SE,CP"
1410,"RE,SE"
1411,"SE,CP"
1412,"SE,CP"
1413,"SE,CP"
1414,"RE,SE,CP"
1415,"RE,SE,CP"
1416,CP
1417,"RE,SE"
1418,CP
1419,"RE,SE,CP"
1420,"SE,CP"
1421,RE
1422,"SE,CP"
1423,"SE,CP"
1424,SE
1425,"SE,CP"
1426,"SE,CP"
1427,"SE,MA"
1428,"SE,CP"
1429,"RE,SE,MA,CP"
1430,"SE,CP"
1431,"SE,MA,CP"
1432,"SE,CP"
1433,"RE,SE,CP"
1434,CP
1435,"SE,CP"
1436,"RE,SE,CP"
1437,"RE,SE,CP"
1438,"RE,SE,CP"
1439,"RE,SE"
1440,"RE,SE,CP"
1441,CP
1442,"SE,CP"
1443,SE
1444,"SE,CP"
1445,"SE,CP"
1446,SE
1447,"SE,MA,CP"
1448,CP
1449,SE
1450,"SE,CP"
1451,"RE,SE,CP"
1452,"SE,CP"
1453,"RE,SE,CP"
1454,SE
1455,"RE,SE,CP"
1456,"SE,CP"
1457,CP
1458,"RE,SE,CP"
1459,SE
1460,"SE,CP"
1461,"SE,CP"
1462,SE
1463,CP
1464,"SE,CP"
1465,"SE,CP"
1466,"SE,CP"
1467,"RE,CP"
1468,"SE,CP"
1469,SE
1470,"RE,SE,CP"
1471,"RE,SE,CP"
1472,"SE,CP"
1473,CP
1474,"SE,CP"
1475,"SE,CP"
1476,"SE,CP"
1477,SE
1478,"SE,CP"
1479,CP
1480,"RE,SE,CP"
1481,"SE,CP"
1482,"SE,CP"
1483,"RE,SE,CP"
1484,"SE,CP"
1485,"RE,SE,CP"
1486,"RE,SE,CP"
1487,"SE,CP"
1488,SE
1489,SE
1490,"RE,SE"
1491,SE
1492,"SE,CP"
1493,"SE,CP"
1494,"RE,SE,CP"
1495,SE
1496,"SE,CP"
1497,"RE,SE,CP"
1498,"SE,CP"
1499,"SE,CP"
1500,"RE,SE"
1501,"SE,CP"
1502,"RE,SE"
1503,"RE,SE,CP"
1504,"SE,CP"
1505,"MA,CP"
1506,"RE,SE,CP"
1507,"RE,SE,CP"
1508,"SE,CP"
1509,"SE,CP"
1510,"RE,SE,CP"
1511,SE
1512,"RE,SE,CP"
1513,SE
1514,"SE,CP"
1515,"SE,CP"
1516,"SE,CP"
1517,"SE,CP"
1518,SE
1519,"RE,SE"
1520,"SE,CP"
1521,"SE,CP"
1522,"SE,CP"
1523,"RE,SE,CP"
1524,MA
1525,SE
1526,"SE,CP"
1527,"SE,CP"
1528,SE
1529,"SE,MA,CP"
1530,"RE,SE,CP"
1531,CP
1532,"RE,SE"
1533,"RE,SE"
1534,"RE,CP"
1535,"SE,CP"
1536,"RE,SE,CP"
1537,SE
1538,SE
1539,"SE,CP"
1540,"RE,SE,CP"
1541,SE
1542,"SE,MA,CP"
1543,"RE,SE,CP"
1544,"SE,CP"
1545,"SE,CP"
1546,SE
1547,"SE,CP"
1548,"RE,SE"
1549,"RE,SE,CP"
1550,CP
1551,"SE,CP"
1552,"SE,CP"
1553,CP
1554,"RE,SE,CP"
1555,CP
1556,SE
1557,"RE,SE,MA,CP"
1558,"RE,SE,CP"
1559,CP
1560,"SE,CP"
1561,CP
1562,SE
1563,"SE,MA,CP"
1564,"SE,CP"
1565,"RE,SE,CP"
1566,"SE,MA,CP"
1567,"RE,SE,CP"
1568,"RE,SE"
1569,SE
1570,SE
1571,"RE,SE,CP"
1572,"SE,CP"
1573,"RE,SE"
1574,SE
1575,"RE,SE,CP"
1576,"SE,CP"
1577,"SE,CP"
1578,"RE,SE,CP"
1579,RE
1580,"RE,SE"
1581,"RE,SE,CP"
1582,"SE,CP"
1583,SE
1584,SE
1585,"RE,SE,CP"
1586,SE
1587,"SE,CP"
1588,SE
1589,"SE,CP"
1590,"RE,SE"
1591,"RE,SE,CP"
1592,"RE,SE,CP"
1593,"SE,CP"
1594,"RE,SE,CP"
1595,"SE,CP"
1596,SE
1597,"SE,CP"
1598,CP
1599,"RE,SE"
1600,"SE,CP"
1601,"SE,CP"
1602,"SE,CP"
1603,"MA,CP"
1604,"RE,SE"
1605,"RE,SE,CP"
1606,"RE,CP"
1607,"RE,SE,CP"
1608,"RE,CP"
1609,"SE,CP"
1610,"RE,CP"
1611,"SE,CP"
1612,"RE,SE"
1613,"SE,CP"
1614,"SE,CP"
1615,"RE,SE,CP"
1616,"SE,CP"
1617,"RE,SE,MA,CP"
1618,"SE,CP"
1619,"RE,SE,CP"
1620,"SE,MA,CP"
1621,"RE,SE"
1622,"SE,CP"
1623,SE
1624,"SE,CP"
1625,"RE,SE,CP"
1626,"SE,CP"
1627,SE
1628,SE
1629,"RE,SE,CP"
1630,SE
1631,"SE,CP"
1632,SE
1633,"SE,CP"
1634,CP
1635,"RE,SE,CP"
1636,"SE,CP"
1637,"SE,CP"
1638,"RE,SE"
1639,SE
1640,CP
1641,"RE,SE"
1642,"SE,CP"
1643,"SE,CP"
1644,"SE,CP"
1645,"SE,CP"
1646,CP
1647,"SE,CP"
1648,"RE,CP"
1649,SE
1650,SE
1651,"RE,CP"
1652,"RE,SE,CP"
1653,"RE,SE,CP"
1654,"RE,SE,MA,CP"
1655,"SE,CP"
1656,"RE,SE"
1657,SE
1658,CP
1659,MA
1660,RE
1661,"RE,CP"
1662,"RE,SE,CP"
1663,"RE,SE"
1664,"RE,SE,CP"
1665,"RE,SE,CP"
1666,"SE,MA,CP"
1667,"SE,CP"
1668,"SE,CP"
1669,"SE,CP"
1670,"SE,CP"
1671,SE
1672,"SE,CP"
1673,"SE,CP"
1674,RE
1675,SE
1676,SE
1677,"SE,CP"
1678,"SE,CP"
1679,"RE,SE,CP"
1680,"SE,MA,CP"
1681,"SE,CP"
1682,"RE,SE,CP"
1683,"SE,CP"
1684,"RE,SE"
1685,"RE,SE,CP"
1686,RE
1687,"RE,SE,MA,CP"
1688,"RE,CP"
1689,CP
1690,SE
1691,"RE,SE,CP"
1692,"RE,SE,CP"
1693,"SE,CP"
1694,CP
1695,"SE,CP"
1696,"SE,CP"
1697,"SE,CP"
1698,"SE,CP"
1699,"RE,SE,CP"
1700,"RE,SE,CP"
1701,SE
1702,"RE,SE,CP"
1703,"RE,SE,CP"
1704,"SE,MA"
1705,"SE,CP"
1706,CP
1707,"RE,SE,CP"
1708,"SE,CP"
1709,"RE,SE,CP"
1710,"SE,CP"
1711,"RE,SE,MA,CP"
1712,"SE,CP"
1713,RE
1714,"RE,SE,MA,CP"
1715,"RE,SE,CP"
1716,"RE,SE,CP"
1717,"SE,CP"
1718,CP
1719,"SE,CP"
1720,"RE,SE,CP"
1721,"RE,SE"
1722,CP
1723,"RE,SE,CP"
1724,"RE,CP"
1725,"RE,SE,CP"
1726,"RE,CP"
1727,"RE,CP"
1728,"SE,CP"
1729,"SE,CP"
1730,"RE,SE"
1731,"SE,MA,CP"
1732,"RE,SE,CP"
1733,SE
1734,"RE,SE,CP"
1735,"SE,CP"
1736,"RE,SE,CP"
1737,CP
1738,"RE,SE"
1739,"SE,CP"
1740,"SE,CP"
1741,"SE,MA,CP"
1742,RE
1743,"RE,SE,CP"
1744,"SE,CP"
1745,"RE,SE,CP"
1746,"RE,SE"
1747,SE
1748,"RE,SE"
1749,"RE,SE,CP"
1750,SE
1751,"SE,CP"
1752,"SE,CP"
1753,RE
1754,"SE,CP"
1755,"RE,SE,CP"
1756,"SE,CP"
1757,"SE,CP"
1758,"SE,MA,CP"
1759,"SE,CP"
1760,"RE,CP"
1761,SE
1762,SE
1763,"SE,CP"
1764,"RE,SE"
1765,"SE,CP"
1766,"RE,SE,CP"
1767,SE
1768,SE
1769,"SE,CP"
1770,"SE,CP"
1771,CP
1772,RE
1773,"RE,SE,CP"
1774,"RE,SE,CP"
1775,"RE,SE,CP"
1776,SE
1777,SE
1778,"SE,CP"
1779,CP
1780,"RE,SE,MA,CP"
1781,"SE,CP"
1782,SE
1783,"RE,SE"
1784,"RE,SE"
1785,"SE,CP"
1786,"RE,SE,MA,CP"
1787,"SE,CP"
1788,"RE,SE,MA"
1789,"RE,SE"
1790,"SE,CP"
1791,"SE,CP"
1792,SE
1793,"SE,CP"
1794,"SE,CP"
1795,SE
1796,"RE,SE,CP"
1797,SE
1798,"RE,SE,CP"
1799,"RE,SE,MA"
1800,"SE,CP"
1801,"RE,SE,CP"
1802,"SE,MA,CP"
1803,"SE,CP"
1804,"SE,CP"
1805,"RE,CP"
1806,"SE,CP"
1807,"RE,SE"
1808,SE
1809,SE
1810,"SE,CP"
1811,"SE,CP"
1812,SE
1813,"RE,SE,CP"
1814,CP
1815,RE
1816,"SE,CP"
1817,"SE,CP"
1818,"SE,CP"
1819,"SE,CP"
1820,SE
1821,"SE,CP"
1822,"RE,SE,CP"
1823,CP
1824,"RE,SE,CP"
1825,"RE,CP"
1826,"RE,SE,CP"
1827,"RE,SE"
1828,SE
1829,"RE,SE,CP"
1830,CP
1831,CP
1832,"SE,CP"
1833,"RE,SE"
1834,"SE,CP"
1835,"RE,SE,CP"
1836,"RE,SE,CP"
1837,"RE,SE,MA"
1838,"RE,SE,CP"
1839,SE
1840,"RE,CP"
1841,"RE,SE,CP"
1842,"RE,SE,CP"
1843,"SE,CP"
1844,CP
1845,SE
1846,"RE,SE,CP"
1847,SE
1848,"SE,CP"
1849,"SE,CP"
1850,"SE,CP"
1851,"SE,CP"
1852,"SE,CP"
1853,SE
1854,"RE,SE,CP"
1855,SE
1856,"RE,CP"
1857,"SE,CP"
1858,"RE,SE,CP"
1859,"RE,CP"
1860,"RE,SE,CP"
1861,RE
1862,"RE,CP"
1863,"RE,SE,CP"
1864,"RE,SE"
1865,"SE,CP"
1866,CP
1867,"SE,CP"
1868,RE
1869,"RE,SE,MA,CP"
1870,"RE,CP"
1871,SE
1872,SE
1873,"SE,CP"
1874,"SE,CP"
1875,"SE,CP"
1876,SE
1877,SE
1878,"SE,CP"
1879,"RE,SE,CP"
1880,"SE,CP"
1881,"SE,CP"
1882,CP
1883,"RE,CP"
1884,"RE,CP"
1885,"RE,SE"
1886,"SE,MA,CP"
1887,"RE,SE,CP"
1888,CP
1889,CP
1890,"RE,SE,CP"
1891,"SE,MA,CP"
1892,"RE,SE,CP"
1893,"SE,CP"
1894,SE
1895,SE
1896,"SE,CP"
1897,CP
1898,"RE,SE"
1899,"SE,CP"
1900,"RE,SE,CP"
1901,CP
1902,"SE,CP"
1903,"SE,MA,CP"
1904,"RE,SE,CP"
1905,"SE,CP"
1906,"RE,CP"
1907,"RE,SE,CP"
1908,CP
1909,SE
1910,CP
1911,CP
1912,SE
1913,"RE,SE"
1914,"SE,CP"
1915,"RE,SE,CP"
1916,"SE,CP"
1917,CP
1918,CP
1919,"RE,CP"
1920,"SE,CP"
1921,CP
1922,MA
1923,"RE,SE"
1924,"SE,CP"
1925,"RE,SE,CP"
1926,"RE,SE,CP"
1927,"SE,CP"
1928,"RE,CP"
1929,"MA,CP"
1930,"RE,SE"
1931,"SE,CP"
1932,"RE,SE,CP"
1933,CP
1934,"RE,CP"
1935,SE
1936,"RE,CP"
1937,"SE,CP"
1938,"RE,CP"
1939,"RE,SE,CP"
1940,"SE,CP"
1941,"RE,CP"
1942,"SE,CP"
1943,"SE,CP"
1944,"RE,SE,MA,CP"
1945,"SE,CP"
1946,"RE,CP"
1947,"RE,SE,CP"
1948,"RE,SE,CP"
1949,CP
1950,CP
1951,SE
1952,"RE,SE"
1953,"RE,SE,CP"
1954,SE
1955,SE
1956,"SE,CP"
1957,"SE,CP"
1958,"RE,SE,CP"
1959,"RE,SE,CP"
1960,"SE,CP"
1961,"SE,CP"
1962,SE
1963,"SE,CP"
1964,"SE,CP"
1965,CP
1966,"RE,SE,CP"
1967,SE
1968,"SE,CP"
1969,"SE,CP"
1970,"SE,MA,CP"
1971,SE
1972,CP
1973,"RE,SE,CP"
1974,SE
1975,"SE,CP"
1976,"RE,SE,CP"
1977,"RE,SE,CP"
1978,"RE,SE"
1979,"SE,CP"
1980,CP
1981,CP
1982,"RE,SE,CP"
1983,RE
1984,"SE,CP"
1985,"SE,CP"
1986,CP
1987,"RE,SE"
1988,"SE,CP"
1989,"SE,CP"
1990,"RE,SE"
1991,"RE,CP"
1992,"SE,CP"
1993,"SE,CP"
1994,"SE,CP"
1995,"RE,SE,CP"
1996,"RE,SE"
1997,CP
1998,"SE,CP"
1999,"SE,CP"
2000,RE
2001,SE
2002,"SE,CP"
2003,"RE,SE,CP"
2004,"RE,SE,CP"
2005,"SE,CP"
2006,"SE,CP"
2007,SE
2008,CP
2009,"RE,SE,CP"
2010,"RE,SE,CP"
2011,"RE,CP"
2012,CP
2013,CP
2014,SE
2015,"RE,CP"
2016,"SE,CP"
2017,"SE,CP"
2018,"SE,CP"
2019,"SE,CP"
2020,"SE,CP"
2021,SE
2022,"RE,CP"
2023,CP
2024,"SE,MA"
2025,"SE,CP"
2026,"RE,SE,CP"
2027,SE
2028,SE
2029,CP
2030,"RE,SE,CP"
2031,"SE,CP"
2032,"RE,SE,CP"
2033,"SE,CP"
2034,"RE,SE,CP"
2035,CP
2036,CP
2037,"RE,SE,CP"
2038,"SE,CP"
2039,SE
2040,"RE,CP"
2041,"RE,CP"
2042,CP
2043,"SE,MA,CP"
2044,SE
2045,SE
2046,SE
2047,"SE,CP"
2048,"SE,CP"
2049,"RE,SE"
2050,"RE,CP"
2051,CP
2052,RE
2053,"RE,SE"
2054,"SE,MA,CP"
2055,"RE,SE,CP"
2056,SE
2057,"SE,CP"
2058,CP
2059,"SE,CP"
2060,"RE,SE,CP"
2061,CP
2062,"SE,CP"
2063,"SE,CP"
2064,"RE,SE,CP"
2065,"RE,SE,CP"
2066,CP
2067,"RE,SE,CP"
2068,"RE,SE"
2069,"RE,SE,CP"
2070,"RE,MA"
2071,SE
2072,"RE,SE,CP"
2073,"SE,MA,CP"
2074,CP
2075,"SE,MA,CP"
2076,"RE,SE,CP"
2077,"SE,CP"
2078,"SE,CP"
2079,"SE,CP"
2080,"RE,SE"
2081,"SE,CP"
2082,"RE,SE,CP"
2083,"SE,CP"
2084,CP
2085,"SE,CP"
2086,CP
2087,SE
2088,"SE,CP"
2089,"RE,SE"
2090,CP
2091,SE
2092,CP
2093,SE
2094,CP
2095,"RE,SE,CP"
2096,"SE,CP"
2097,SE
2098,SE
2099,"SE,CP"
2100,"SE,CP"
2101,"MA,CP"
2102,"SE,CP"
2103,"RE,SE"
2104,"SE,CP"
2105,"RE,CP"
2106,"RE,SE,CP"
2107,"RE,SE,CP"
2108,"RE,SE,CP"
2109,"RE,CP"
2110,SE
2111,CP
2112,"RE,SE,CP"
2113,"RE,SE,CP"
2114,"SE,CP"
2115,"RE,SE,CP"
2116,CP
2117,"SE,CP"
2118,"MA,CP"
2119,CP
2120,"RE,CP"
2121,SE
2122,"RE,SE,CP"
2123,"RE,SE"
2124,"SE,CP"
2125,SE
2126,"SE,CP"
2127,CP
2128,"SE,CP"
2129,CP
2130,CP
2131,"RE,SE,CP"
2132,"RE,SE,CP"
2133,SE
2134,"SE,CP"
2135,"SE,CP"
2136,"RE,CP"
2137,CP
2138,"RE,SE,CP"
2139,"RE,SE"
2140,CP
2141,"SE,CP"
2142,"RE,SE,CP"
2143,"RE,SE,CP"
2144,"RE,CP"
2145,"RE,CP"
2146,"SE,CP"
2147,"SE,CP"
2148,"RE,SE,CP"
2149,"RE,SE,CP"
2150,"SE,CP"
2151,SE
2152,"SE,CP"
2153,"SE,CP"
2154,"SE,CP"
2155,"SE,CP"
2156,CP
2157,"SE,CP"
2158,"SE,CP"
2159,"RE,SE,MA,CP"
2160,"SE,CP"
2161,SE
2162,SE
2163,"SE,CP"
2164,"RE,SE,CP"
2165,SE
2166,CP
2167,SE
2168,"RE,SE,CP"
2169,"SE,MA,CP"
2170,SE
2171,"SE,CP"
2172,"RE,MA,CP"
2173,"RE,SE,CP"
2174,"SE,CP"
2175,CP
2176,CP
2177,SE
2178,"SE,CP"
2179,"SE,CP"
2180,"RE,SE,CP"
2181,RE
2182,"RE,SE"
2183,"SE,CP"
2184,"RE,SE,CP"
2185,CP
2186,"RE,SE,CP"
2187,SE
2188,"RE,SE"
2189,"RE,CP"
2190,"RE,SE"
2191,SE
2192,"RE,CP"
2193,"SE,CP"
2194,"SE,CP"
2195,CP
2196,SE
2197,"SE,CP"
2198,"RE,SE"
2199,"RE,SE,CP"
2200,"RE,SE,CP"
2201,"RE,SE,CP"
2202,CP
2203,"SE,CP"
2204,"SE,CP"
2205,"RE,CP"
2206,"RE,SE,CP"
2207,"SE,CP"
2208,"SE,CP"
2209,CP
2210,"RE,SE,MA,CP"
2211,"SE,CP"
2212,CP
2213,"RE,SE,CP"
2214,"SE,CP"
2215,"RE,CP"
2216,"SE,CP"
2217,CP
2218,"RE,CP"
2219,CP
2220,SE
2221,"SE,CP"
2222,"SE,CP"
2223,SE
2224,"RE,SE,CP"
2225,CP
2226,"RE,SE,CP"
2227,"RE,SE,CP"
2228,SE
2229,SE
2230,"RE,SE,CP"
2231,"RE,SE,CP"
2232,"RE,SE,CP"
2233,"SE,CP"
2234,"RE,SE,CP"
2235,"SE,CP"
2236,"SE,CP"
2237,SE
2238,"RE,SE,CP"
2239,"SE,CP"
2240,"SE,CP"
2241,CP
2242,SE
2243,"RE,SE,CP"
2244,"SE,CP"
2245,CP
2246,"SE,CP"
2247,"SE,CP"
2248,"SE,CP"
2249,"RE,SE,CP"
2250,"RE,CP"
2251,"SE,CP"
2252,"RE,SE,CP"
2253,"SE,CP"
2254,"SE,CP"
2255,"RE,SE,CP"
2256,"SE,MA,CP"
2257,"RE,SE,CP"
2258,"SE,CP"
2259,"RE,SE,CP"
2260,CP
2261,"RE,SE,MA"
2262,SE
2263,"SE,CP"
2264,"RE,SE,CP"
2265,CP
2266,SE
2267,"RE,SE,CP"
2268,"RE,SE,CP"
2269,SE
2270,"RE,SE,CP"
2271,RE
2272,SE
2273,"SE,CP"
2274,CP
2275,CP
2276,"RE,SE,MA"
2277,"RE,SE,CP"
2278,"RE,SE"
2279,"RE,CP"
2280,"SE,CP"
2281,CP
2282,CP
2283,CP
2284,CP
2285,SE
2286,"SE,CP"
2287,"SE,MA,CP"
2288,"SE,CP"
2289,"SE,CP"
2290,"SE,MA"
2291,"RE,SE,CP"
2292,SE
2293,"RE,SE,CP"
2294,"SE,CP"
2295,"SE,CP"
2296,"RE,SE,CP"
2297,CP
2298,"RE,SE,CP"
2299,RE
2300,"RE,SE,CP"
2301,SE
2302,SE
2303,"SE,CP"
2304,"RE,SE,CP"
2305,"RE,SE,CP"
2306,SE
2307,"SE,CP"
2308,SE
2309,CP
2310,SE
2311,"RE,SE,CP"
2312,RE
2313,"RE,SE"
2314,"RE,SE,CP"
2315,CP
2316,SE
2317,"SE,CP"
2318,SE
2319,"RE,SE,CP"
2320,SE
2321,"SE,CP"
2322,"RE,SE,CP"
2323,MA
2324,"RE,SE,CP"
2325,"SE,CP"
2326,"SE,CP"
2327,"RE,SE,CP"
2328,SE
2329,"RE,SE"
2330,"SE,MA,CP"
2331,"SE,CP"
2332,"SE,CP"
2333,SE
2334,SE
2335,"SE,CP"
2336,"SE,CP"
2337,SE
2338,"SE,CP"
2339,"SE,CP"
2340,"RE,SE"
2341,"RE,SE"
2342,"SE,MA,CP"
2343,SE
2344,SE
2345,CP
2346,"RE,SE"
2347,"SE,CP"
2348,SE
2349,SE
2350,"SE,MA,CP"
2351,"SE,MA,CP"
2352,"RE,SE,CP"
2353,CP
2354,"SE,CP"
2355,RE
2356,SE
2357,SE
2358,CP
2359,"RE,SE,CP"
2360,"MA,CP"
2361,"RE,SE,CP"
2362,SE
2363,CP
2364,"SE,CP"
2365,"RE,SE,CP"
2366,"SE,MA"
2367,"SE,MA,CP"
2368,"SE,MA,CP"
2369,"RE,SE,CP"
2370,"RE,SE"
2371,CP
2372,"SE,CP"
2373,"SE,CP"
2374,"RE,SE,CP"
2375,"SE,CP"
2376,CP
2377,"RE,SE,CP"
2378,SE
2379,"SE,CP"
2380,"RE,SE,CP"
2381,CP
2382,"SE,CP"
2383,"SE,CP"
2384,"SE,CP"
2385,"SE,CP"
2386,"SE,CP"
2387,"RE,SE"
2388,"SE,CP"
2389,"RE,SE"
2390,CP
2391,"SE,CP"
2392,CP
2393,RE
2394,"SE,CP"
2395,"SE,MA"
2396,"SE,MA"
2397,SE
2398,"RE,SE,MA,CP"
2399,"SE,CP"
2400,"SE,MA,CP"
2401,"SE,CP"
2402,"MA,CP"
2403,CP
2404,SE
2405,SE
2406,"SE,CP"
2407,"RE,CP"
2408,"RE,SE,CP"
2409,"RE,SE,CP"
2410,CP
2411,"SE,MA,CP"
2412,SE
2413,"SE,CP"
2414,CP
2415,"SE,MA,CP"
2416,"RE,SE,CP"
2417,"MA,CP"
2418,"RE,SE,CP"
2419,"RE,SE"
2420,CP
2421,CP
2422,"SE,CP"
2423,"RE,SE,CP"
2424,"RE,CP"
2425,SE
2426,"SE,CP"
2427,"MA,CP"
2428,SE
2429,"SE,MA"
2430,SE
2431,"SE,CP"
2432,"SE,CP"
2433,RE
2434,"RE,CP"
2435,"SE,CP"
2436,CP
2437,"SE,CP"
2438,"RE,SE"
2439,SE
2440,"SE,CP"
2441,"SE,CP"
2442,"SE,CP"
2443,"RE,SE"
2444,SE
2445,"SE,CP"
2446,"SE,MA,CP"
2447,CP
2448,CP
2449,RE
2450,"SE,CP"
2451,"RE,SE"
2452,"RE,CP"
2453,"SE,CP"
2454,SE
2455,"SE,CP"
2456,SE
2457,"SE,CP"
2458,SE
2459,"RE,SE"
2460,CP
2461,"SE,CP"
2462,SE
2463,RE
2464,"RE,SE,CP"
2465,"SE,MA"
2466,SE
2467,"SE,CP"
2468,CP
2469,CP
2470,"SE,CP"
2471,"RE,SE,CP"
2472,"SE,CP"
2473,"SE,CP"
2474,"SE,CP"
2475,"SE,CP"
2476,SE
2477,"SE,CP"
2478,"RE,SE"
2479,"SE,CP"
2480,CP
2481,"RE,SE"
2482,"SE,CP"
2483,"RE,CP"
2484,CP
2485,"SE,CP"
2486,CP
2487,"SE,MA,CP"
2488,SE
2489,"SE,MA,CP"
2490,"SE,CP"
2491,"RE,SE,CP"
2492,"SE,CP"
2493,CP
2494,"RE,SE"
2495,"RE,SE,CP"
2496,"RE,SE,CP"
2497,"RE,SE,CP"
2498,"SE,CP"
2499,"RE,SE,CP"
2500,"SE,CP"
2501,SE
2502,SE
2503,"RE,SE"
2504,"SE,CP"
2505,"RE,SE,CP"
2506,CP
2507,SE
2508,"SE,CP"
2509,"RE,SE"
2510,"RE,SE,CP"
2511,SE
2512,"RE,SE,CP"
2513,"RE,SE,MA,CP"
2514,SE
2515,SE
2516,CP
2517,"SE,MA"
2518,CP
2519,"RE,CP"
2520,"RE,SE,CP"
2521,"SE,CP"
2522,CP
2523,"RE,SE,CP"
2524,CP
2525,"RE,CP"
2526,"SE,CP"
2527,"RE,SE,CP"
2528,SE
2529,"SE,CP"
2530,"RE,SE"
2531,"SE,CP"
2532,"SE,CP"
2533,"RE,SE,CP"
2534,SE
2535,"SE,CP"
2536,"RE,SE"
2537,"SE,CP"
2538,"SE,CP"
2539,"RE,CP"
2540,CP
2541,"RE,SE,CP"
2542,"SE,MA,CP"
2543,"SE,CP"
2544,CP
2545,CP
2546,"RE,SE"
2547,"RE,SE,CP"
2548,"SE,CP"
2549,"RE,SE,CP"
2550,CP
2551,CP
2552,CP
2553,"RE,SE"
2554,"SE,CP"
2555,SE
2556,CP
2557,"RE,SE,CP"
2558,"RE,SE"
2559,"SE,CP"
2560,SE
2561,"SE,CP"
2562,"RE,SE,CP"
2563,"RE,SE"
2564,"SE,CP"
2565,"SE,CP"
2566,CP
2567,"SE,CP"
2568,"RE,SE,CP"
2569,"SE,CP"
2570,CP
2571,"RE,CP"
2572,"SE,CP"
2573,"SE,CP"
2574,"RE,SE,CP"
2575,CP
2576,CP
2577,SE
2578,"SE,CP"
2579,"SE,CP"
2580,"RE,SE"
2581,SE
2582,"RE,SE,CP"
2583,"RE,SE"
2584,SE
2585,"SE,CP"
2586,"SE,CP"
2587,"SE,CP"
2588,SE
2589,"RE,SE"
2590,"RE,CP"
2591,RE
2592,"SE,MA"
2593,"RE,SE,CP"
2594,"RE,SE,CP"
2595,"RE,SE"
2596,"SE,CP"
2597,"SE,MA,CP"
2598,SE
2599,"RE,SE,CP"
2600,"SE,CP"
2601,"RE,SE,CP"
2602,"SE,CP"
2603,CP
2604,"SE,CP"
2605,"SE,CP"
2606,CP
2607,SE
2608,"SE,CP"
2609,"SE,CP"
2610,SE
2611,"SE,CP"
2612,SE
2613,"RE,SE,CP"
2614,"RE,CP"
2615,"RE,SE,CP"
2616,"RE,SE,CP"
2617,"RE,SE"
2618,"RE,SE,CP"
2619,"SE,MA"
2620,CP
2621,SE
2622,"SE,CP"
2623,"SE,CP"
2624,CP
2625,CP
2626,"RE,SE"
2627,RE
2628,SE
2629,"SE,CP"
2630,"SE,CP"
2631,SE
2632,"SE,CP"
2633,"RE,SE,CP"
2634,CP
2635,"RE,SE"
2636,CP
2637,"RE,SE"
2638,SE
2639,SE
2640,"RE,SE"
2641,"RE,SE,MA"
2642,"RE,SE,CP"
2643,SE
2644,SE
2645,"RE,CP"
2646,"RE,SE"
2647,"SE,CP"
2648,CP
2649,"SE,CP"
2650,"RE,SE,MA"
2651,"SE,CP"
2652,"SE,CP"
2653,"SE,CP"
2654,"RE,SE,CP"
2655,"RE,SE"
2656,"SE,CP"
2657,RE
2658,"SE,CP"
2659,"RE,SE,CP"
2660,"RE,SE,CP"
2661,"RE,SE,CP"
2662,"RE,SE,CP"
2663,"RE,SE,CP"
2664,"RE,SE,CP"
2665,SE
2666,"RE,SE,CP"
2667,"RE,CP"
2668,"RE,SE,CP"
2669,"SE,CP"
2670,"SE,CP"
2671,"RE,SE,CP"
2672,"RE,SE"
2673,SE
2674,CP
2675,CP
2676,"SE,CP"
2677,"RE,SE,CP"
2678,SE
2679,RE
2680,"RE,SE"
2681,"SE,CP"
2682,"SE,CP"
2683,"RE,SE,CP"
2684,"SE,CP"
2685,"SE,CP"
2686,"SE,CP"
2687,SE
2688,"RE,CP"
2689,"SE,CP"
2690,"SE,CP"
2691,"SE,MA"
2692,"SE,MA,CP"
2693,"RE,SE,CP"
2694,"SE,CP"
2695,"RE,CP"
2696,CP
2697,"RE,CP"
2698,"RE,SE,CP"
2699,"RE,SE"
2700,"SE,CP"
2701,"SE,CP"
2702,"RE,SE,CP"
2703,"RE,SE,CP"
2704,"SE,CP"
2705,"MA,CP"
2706,"SE,CP"
2707,CP
2708,CP
2709,SE
2710,"RE,SE"
2711,"SE,CP"
2712,"SE,CP"
2713,RE
2714,CP
2715,"RE,SE"
2716,"RE,SE"
2717,"RE,SE,CP"
2718,CP
2719,"MA,CP"
2720,"SE,CP"
2721,"RE,SE,CP"
2722,"RE,SE"
2723,"SE,CP"
2724,"SE,CP"
2725,CP
2726,"SE,CP"
2727,"SE,CP"
2728,"RE,CP"
2729,CP
2730,"SE,MA,CP"
2731,"RE,SE"
2732,"MA,CP"
2733,SE
2734,"RE,SE,CP"
2735,"SE,CP"
2736,"RE,CP"
2737,CP
2738,"SE,CP"
2739,"SE,CP"
2740,"SE,CP"
2741,"SE,CP"
2742,"RE,SE,CP"
